Year,Month,Model_Name,Variant_Code,Description,Monthly_Sales
2025,10,Model 1,V102,"Premium hatchback powered by a 1.2L petrol engine with automatic transmission, reverse camera, cruise control, alloy wheels, automatic climate control and advanced infotainment for comfortable urban travel.",14
2025,10,Model 1,V103,"Mid-size sedan featuring a 1.5L petrol engine, manual transmission, spacious cabin, LED headlamps, rear AC vents, smart key access and balanced performance for everyday driving.",24
2025,10,Model 1,V104,"Premium sedan equipped with a 1.5L petrol engine and CVT automatic transmission, sunroof, wireless charging, connected car technology, six airbags and refined ride comfort.",29
2025,10,Model 2,V201,"Compact SUV powered by a 1.5L turbo diesel engine with manual gearbox, hill hold assist, rear parking sensors, 17-inch alloy wheels and practical family-oriented features.",161
2025,10,Model 2,V202,"Compact diesel SUV with automatic transmission, premium interior, electronic stability control, rear camera, ABS, spacious cabin and comfortable long-distance performance.",161
2025,10,Model 2,V203,"Sporty compact SUV featuring a 1.5L turbo petrol engine, manual transmission, LED lighting, touchscreen navigation and dynamic styling for enthusiastic drivers.",53
2025,10,Model 2,V204,"Compact SUV with turbo petrol engine and automatic transmission, push-button start, automatic climate control, connected vehicle technology and premium comfort.",59
2025,10,Model 2,V205,"Hybrid compact SUV with 1.5L petrol hybrid engine, e-CVT transmission, regenerative braking, outstanding fuel economy, advanced safety systems and intelligent driving assistance.",81
2025,10,Model 2,V206,"All-electric compact SUV producing 150 kW, fast charging support, approximately 450 km driving range, regenerative braking and connected smart mobility features.",158
2025,10,Model 2,V207,"Premium AWD SUV with 2.0L turbo petrol engine, panoramic sunroof, leather upholstery, 360-degree camera, ADAS safety features and luxury interior.",152
2025,10,Model 2,V208,"Premium diesel SUV equipped with AWD, terrain response modes, seven-seat configuration, premium audio system and excellent highway capability.",86
2025,10,Model 2,V209,"Family SUV powered by a 2.0L turbo petrol engine, automatic transmission, digital instrument cluster, connected navigation and spacious seven-seat layout.",136
2025,10,Model 2,V210,"Hybrid family SUV offering advanced driver assistance, adaptive cruise control, premium comfort, efficient hybrid technology and smooth e-CVT transmission.",85
2025,10,Model 3,V301,"Executive sedan with 1.8L petrol engine, premium cabin, manual transmission, projector LED headlamps and elegant styling.",161
2025,10,Model 3,V302,"Executive automatic sedan with leather upholstery, dual-zone climate control, connected infotainment and refined ride quality.",161
2025,10,Model 3,V303,"Performance sedan featuring a 2.0L petrol engine, paddle shifters, sport suspension, 18-inch alloy wheels and responsive handling.",53
2025,10,Model 3,V304,"Luxury hybrid sedan with intelligent safety systems, premium interior, exceptional fuel efficiency and smooth e-CVT performance.",59
2025,10,Model 3,V305,"Performance edition sedan powered by a turbo petrol engine with premium infotainment, sport exhaust, wireless charging and athletic design.",81
2025,10,Model 3,V306,"Executive diesel sedan offering automatic transmission, spacious rear seating, superior ride comfort and long-distance efficiency.",158
2025,10,Model 3,V307,"Luxury petrol sedan with panoramic sunroof, premium leather interior, ten airbags, connected technology and refined driving dynamics.",152
2025,10,Model 3,V308,"Luxury hybrid sedan equipped with adaptive cruise control, ventilated seats, premium sound system and intelligent safety features.",86
2025,10,Model 3,V309,"Electric luxury sedan delivering approximately 550 km range, fast charging capability, connected vehicle platform and premium comfort.",136
2025,10,Model 3,V310,"High-performance dual-motor electric sedan capable of rapid acceleration, all-wheel drive, advanced driver assistance and cutting-edge technology.",85
2025,10,Model 4,V401,"Luxury seven-seat SUV with 2.5L petrol engine, AWD, panoramic sunroof, leather seats, premium infotainment and exceptional comfort.",46
2025,10,Model 4,V402,"Luxury diesel SUV with terrain management system, electronic parking brake, connected technology and spacious premium cabin.",44
2025,10,Model 4,V403,"Performance SUV featuring a 3.0L turbo petrol engine, adaptive suspension, AWD system and 20-inch alloy wheels.",16
2025,10,Model 4,V404,"Flagship luxury SUV powered by a 3.0L V6 petrol engine, ventilated seats, 360-degree camera, ADAS Level 2 and premium craftsmanship.",35
2025,10,Model 4,V405,"Flagship diesel SUV with air suspension, intelligent AWD, premium leather interior, advanced infotainment and executive comfort.",33
2025,10,Model 4,V406,"Dual-motor electric luxury SUV producing 300 kW, approximately 600 km driving range, ultra-fast charging, autonomous driving features and premium technology.",86
2025,10,Model 4,V407,"Performance electric SUV with dual-motor AWD, sports interior, rapid acceleration, intelligent safety systems and dynamic driving experience.",26
2025,10,Model 4,V408,"Flagship hybrid SUV powered by a 3.5L V6 hybrid engine, captain seats, panoramic glass roof, premium surround audio and comprehensive driver assistance.",86
2025,11,Model 1,V101,"Premium hatchback with a 1.2L petrol engine, 5-speed manual transmission, seating for five, dual airbags, ABS with EBD, LED DRLs, touchscreen infotainment, Apple CarPlay & Android Auto, excellent fuel efficiency and smooth city driving.",34
2025,11,Model 1,V102,"Premium hatchback powered by a 1.2L petrol engine with automatic transmission, reverse camera, cruise control, alloy wheels, automatic climate control and advanced infotainment for comfortable urban travel.",23
2025,11,Model 1,V103,"Mid-size sedan featuring a 1.5L petrol engine, manual transmission, spacious cabin, LED headlamps, rear AC vents, smart key access and balanced performance for everyday driving.",44
2025,11,Model 1,V104,"Premium sedan equipped with a 1.5L petrol engine and CVT automatic transmission, sunroof, wireless charging, connected car technology, six airbags and refined ride comfort.",40
2025,11,Model 2,V201,"Compact SUV powered by a 1.5L turbo diesel engine with manual gearbox, hill hold assist, rear parking sensors, 17-inch alloy wheels and practical family-oriented features.",84
2025,11,Model 2,V202,"Compact diesel SUV with automatic transmission, premium interior, electronic stability control, rear camera, ABS, spacious cabin and comfortable long-distance performance.",121
2025,11,Model 2,V203,"Sporty compact SUV featuring a 1.5L turbo petrol engine, manual transmission, LED lighting, touchscreen navigation and dynamic styling for enthusiastic drivers.",91
2025,11,Model 2,V204,"Compact SUV with turbo petrol engine and automatic transmission, push-button start, automatic climate control, connected vehicle technology and premium comfort.",151
2025,11,Model 2,V205,"Hybrid compact SUV with 1.5L petrol hybrid engine, e-CVT transmission, regenerative braking, outstanding fuel economy, advanced safety systems and intelligent driving assistance.",107
2025,11,Model 2,V206,"All-electric compact SUV producing 150 kW, fast charging support, approximately 450 km driving range, regenerative braking and connected smart mobility features.",99
2025,11,Model 2,V207,"Premium AWD SUV with 2.0L turbo petrol engine, panoramic sunroof, leather upholstery, 360-degree camera, ADAS safety features and luxury interior.",118
2025,11,Model 2,V208,"Premium diesel SUV equipped with AWD, terrain response modes, seven-seat configuration, premium audio system and excellent highway capability.",134
2025,11,Model 2,V209,"Family SUV powered by a 2.0L turbo petrol engine, automatic transmission, digital instrument cluster, connected navigation and spacious seven-seat layout.",147
2025,11,Model 2,V210,"Hybrid family SUV offering advanced driver assistance, adaptive cruise control, premium comfort, efficient hybrid technology and smooth e-CVT transmission.",113
2025,11,Model 3,V301,"Executive sedan with 1.8L petrol engine, premium cabin, manual transmission, projector LED headlamps and elegant styling.",84
2025,11,Model 3,V302,"Executive automatic sedan with leather upholstery, dual-zone climate control, connected infotainment and refined ride quality.",121
2025,11,Model 3,V303,"Performance sedan featuring a 2.0L petrol engine, paddle shifters, sport suspension, 18-inch alloy wheels and responsive handling.",91
2025,11,Model 3,V304,"Luxury hybrid sedan with intelligent safety systems, premium interior, exceptional fuel efficiency and smooth e-CVT performance.",151
2025,11,Model 3,V305,"Performance edition sedan powered by a turbo petrol engine with premium infotainment, sport exhaust, wireless charging and athletic design.",107
2025,11,Model 3,V306,"Executive diesel sedan offering automatic transmission, spacious rear seating, superior ride comfort and long-distance efficiency.",99
2025,11,Model 3,V307,"Luxury petrol sedan with panoramic sunroof, premium leather interior, ten airbags, connected technology and refined driving dynamics.",118
2025,11,Model 3,V308,"Luxury hybrid sedan equipped with adaptive cruise control, ventilated seats, premium sound system and intelligent safety features.",134
2025,11,Model 3,V309,"Electric luxury sedan delivering approximately 550 km range, fast charging capability, connected vehicle platform and premium comfort.",147
2025,11,Model 3,V310,"High-performance dual-motor electric sedan capable of rapid acceleration, all-wheel drive, advanced driver assistance and cutting-edge technology.",113
2025,11,Model 4,V401,"Luxury seven-seat SUV with 2.5L petrol engine, AWD, panoramic sunroof, leather seats, premium infotainment and exceptional comfort.",44
2025,11,Model 4,V402,"Luxury diesel SUV with terrain management system, electronic parking brake, connected technology and spacious premium cabin.",40
2025,11,Model 4,V403,"Performance SUV featuring a 3.0L turbo petrol engine, adaptive suspension, AWD system and 20-inch alloy wheels.",50
2025,11,Model 4,V404,"Flagship luxury SUV powered by a 3.0L V6 petrol engine, ventilated seats, 360-degree camera, ADAS Level 2 and premium craftsmanship.",64
2025,11,Model 4,V405,"Flagship diesel SUV with air suspension, intelligent AWD, premium leather interior, advanced infotainment and executive comfort.",62
2025,11,Model 4,V406,"Dual-motor electric luxury SUV producing 300 kW, approximately 600 km driving range, ultra-fast charging, autonomous driving features and premium technology.",59
2025,11,Model 4,V407,"Performance electric SUV with dual-motor AWD, sports interior, rapid acceleration, intelligent safety systems and dynamic driving experience.",24
